season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp
2023,Precious Achiuwa,C,23,TOR,55,12,20.7,3.6,7.3,0.485,0.5,2,0.269,3,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6,0.9,0.6,0.5,1.1,1.9,9.2,1140,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1
2023,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,1133,17.5,0.564,0.004,0.49,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,1.3,2.1,3.4,0.144,-0.3,0.9,0.6,0.7
2023,Bam Adebayo,C,25,MIA,75,75,34.6,8,14.9,0.54,0,0.2,0.083,8,14.7,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,2598,20.1,0.592,0.011,0.361,8,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3
2023,Ochai Agbaji,SG,22,UTA,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,1209,9.5,0.561,0.591,0.179,3.9,6.9,5.4,7.5,0.6,1,9,15.8,0.9,0.4,1.3,0.053,-1.7,-1.4,-3,-0.3
2023,Santi Aldama,PF,22,MEM,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,2,3.4,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9,1682,13.9,0.591,0.507,0.274,5.4,18,11.7,7.6,1.3,2.6,9.3,16,2.1,2.4,4.6,0.13,-0.3,0.8,0.5,1.1
2023,Nickeil Alexander-Walker,SG,24,TOT,59,3,15,2.2,5,0.444,1,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,884,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2
2023,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,528,13,0.609,0.512,0.229,1.7,10.3,6,19.9,2.2,2.2,19.4,18.4,0.3,0.5,0.8,0.074,-0.6,1.1,0.5,0.3
2023,Nickeil Alexander-Walker,SG,24,MIN,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,1,2.3,0.415,0.488,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,1.3,5.9,356,9.6,0.503,0.576,0.168,2.2,10.8,6.6,12,1.1,1.7,6.9,17.3,0,0.3,0.3,0.044,-2.5,-0.5,-3,-0.1
2023,Grayson Allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1,1.6,10.4,1972,12.3,0.612,0.657,0.226,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1
2023,Jarrett Allen,C,24,CLE,68,68,32.6,5.9,9.2,0.644,0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,2220,19.9,0.67,0.016,0.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4,9.5,0.205,1.3,1,2.4,2.4
2023,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9,1310,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.066,-2,0.7,-1.2,0.3
2023,Kyle Anderson,PF,29,MIN,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3,5.7,0.536,0.553,1.4,2,0.735,1,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2
2023,Giannis Antetokounmpo,PF,28,MIL,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,2024,29,0.605,0.134,0.604,7.3,30,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4
2023,Thanasis Antetokounmpo,PF,30,MIL,37,0,5.6,0.5,1.2,0.435,0,0.2,0,0.5,1,0.526,0.435,0.3,0.6,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,206,6.7,0.458,0.174,0.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,0.022,-6.5,-1.1,-7.6,-0.3
2023,Cole Anthony,PG,22,ORL,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4,4.8,3.9,0.6,0.5,1.5,2.6,13,1552,16,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,0.7,0.5,1.3,1.3
2023,OG Anunoby,SF,25,TOR,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5,2,1.9,0.7,2,3,16.8,2386,14.6,0.586,0.415,0.189,4.2,12.1,7.9,8,2.7,2,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5
2023,Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0,0,0,0,0.8,0.8,1.2,0.3,0,0.4,0.9,1.3,172,2.7,0.351,0.622,0,0,10,5,16.9,1.4,0,15.9,11.1,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3
2023,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,0,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3,26,3.1,0.3,0.6,0,0,17,8.4,9.3,3.8,0,16.7,9.9,0,0,0,-0.012,-8.9,3.8,-5.1,0
2023,Ryan Arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0,0,,0,1.2,1.2,2.3,0.3,0,0.7,1.6,2.6,146,2.6,0.359,0.625,0,0,8.7,4.3,18.3,1,0,15.8,11.3,-0.2,0,-0.1,-0.049,-7,-2.4,-9.4,-0.3
